id,text,first_name,last_name,title,time
51652,I think we need to get out of Afghanistan.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51653,"But it's also the case that a small number of specialized, special operations forces and intelligence capabilities were the only thing that stood between that part of Syria and what we're seeing now, which is the beginning of a genocide and the resurgence of ISIS.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51654,"Meanwhile, soldiers in the field are reporting that for the first time they feel ashamed -- ashamed -- of what their country has done.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51655,"We saw the spectacle, the horrifying sight of a woman with the lifeless body of her child in her arms asking, what the hell happened to American leadership?",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51656,"And when I was deployed, I knew one of the things keeping me safe was the fact that the flag on my shoulder represented a country known to keep its word.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51657,And our allies knew it and our enemies knew it.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51658,"Thank you, Mayor.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51659,"You take that away, you are taking away what makes America America.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51660,"Thank you, Mayor.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51661,It makes our troops and the world a much more dangerous place.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51662,"Congresswoman Gabbard, your response?",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51663,"Yeah, absolutely.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51664,"So, really, what you're saying, Mayor Pete, is that you would continue to support having U.S. troops in Syria for an indefinite period of time to continue this regime change war that has caused so many refugees to flee Syria, that you would continue to have our country involved in a war that has undermined our national security, you would continue this policy of the U.S. actually providing arms in support to terrorist groups in Syria, like Al Qaida, HTS, al-Nusra and others, because they are the ones who have been the ground force in this regime change war?",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51665,That's really what you're saying?,Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51666,Mayor Pete -- Mayor Buttigieg?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51667,"No, you can embrace -- or you can put an end to endless war without embracing Donald Trump's policy, as you're doing.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51668,"Will you end the regime change war, is the question.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51669,What we are doing...,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51670,What is an endless war if it's not a regime change war?,Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51671,Allow him to respond.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51672,Please allow him to respond.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51673,What we are doing -- or what we were doing in Syria was keeping our word.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51674,"Part of what makes it possible for the United States to get people to put their lives on the line to back us up is the idea that we will back them up, too.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51675,"When I was deployed, not just the Afghan National Army forces, but the janitors put their lives on the line just by working with U.S. forces.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51676,I would have a hard time today looking an Afghan civilian or soldier in the eye after what just happened over there.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51677,And it is undermining the honor of our soldiers.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51678,"You take away the honor of our soldiers, you might as well go after their body armor next.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51679,This president has betrayed American values.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51680,Our credibility has been tattered.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51681,Thank you.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51682,I will restore U.S. credibility before it is finally too late.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51683,"Senator Sanders, is Turkey still a U.S. ally?",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51684,Should they remain in NATO?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51685,I'm sorry.,Bernard,Sanders,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51686,Say that again?,Bernard,Sanders,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51687,Is Turkey still a U.S. ally?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51688,Should they remain in NATO?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51689,"No, Turkey is not a U.S. ally when they invade another country and engage in mass slaughter.",Bernard,Sanders,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51690,"The crisis here, as I think Joe said and Pete said, is when you begin to betray people, in terms of the Kurds, 11,000 of them died fighting ISIS, 20,000 were wounded.",Bernard,Sanders,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51691,"And the United States said, We're with you, we're standing with you.",Bernard,Sanders,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51692,"And then suddenly, one day after a phone call with Erdogan, announced by tweet, Trump reverses that policy.",Bernard,Sanders,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51693,"Now, you tell me what country in the world will trust the word of the president of the United States.",Bernard,Sanders,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51694,"In other words, what he has done is wreck our ability to do foreign policy, to do military policy, because nobody in the world will believe this pathological liar.",Bernard,Sanders,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51695,"But this is really important, because what this president has done shows that American leadership shapes the behavior of our allies, or sometimes allies, too.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51696,"Remember, the problem right now is not just that -- with our competitors.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51697,"And, for example a place like China, the people of Hong Kong rise up for democracy and don't get a peep of support from the president.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
52327,Let's figure out...,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51698,It's just not the behavior of adversaries like Russia.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51699,"But our one-time allies, like Saudi Arabia, which the CIA just concluded was responsible, as we all knew, for murdering and dismembering an American resident and journalist.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51700,"And Turkey, which was an American ally.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51701,That's the point.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51702,We had leverage.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51703,"But when we abandon the international stage, when we think our only choices are between endless war or total isolation, the consequence is the disappearance of U.S. leadership...",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51704,"Thank you, Mayor.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51705,... from the world stage.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51706,Senator...,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51707,And that makes this entire world a more dangerous place.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51708,"Senator Klobuchar, should Turkey remain in NATO?",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51709,Your response?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51710,"We need to work with our allies, to work with Turkey and bring them out.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51711,This is an outrageous thing that happened here.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51712,"And I think we need to talk about this not only in terms of the horror of what happened here with Turkey, but the fact that our president blew it and now he's too proud to say it.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51713,And what do we do now?,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51714,"We continue that humanitarian aid, but then we work with our allies to say come back, Turkey, and stop this, because what Mayor Pete has just said is true.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51715,"Think about our other allies, Israel.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51716,How do they feel right now?,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51717,Donald Trump is not true to his word when they are a beacon of democracy in the Mideast.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51718,Think about our allies in Europe when he pulls out of the Iranian agreement and gives them holding the bag and gives the power to China and Russia.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51719,"Thank you, Senator.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51720,Think about the nuclear agreement with Russia that he precipitously pulled out of.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51721,This is part of a pattern.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51722,It's not an isolated incident.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51723,"Thank you, Senator.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51724,"Senator Harris, given that the U.S. abandoned our Kurdish allies, what would you do as president to convince the rest of the world that we can still be trusted?",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51725,"That's a great question, Anderson, because the commander-in-chief of the United States of America has as one of her greatest priorities and responsibilities to concern herself with the security of our nation and homeland.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51726,I serve on the Senate Intelligence Committee.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51727,I have over a period of time received classified information about the threats to our security and hot spots around the world.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51728,What has happened in Syria is yet again Donald Trump selling folks out.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51729,"And in this case, he sold out the Kurds, who, yes, fought with us and thousands died in our fight against ISIS.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51730,And let's be clear.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51731,"What Donald Trump has done, because of that phone call with Erdogan, is basically giving 10,000 ISIS fighters a \""get out of jail free\"" card.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51732,And you know who the winner is in this?,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51733,"There are four: Russia, Iran, Assad, and ISIS.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51734,This is a crisis of Donald Trump's making.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51735,And it is on a long list of crises of Donald Trump's making.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51736,And that's why dude got to go.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51737,"And when I am commander-in-chief, we will stop this madness.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51738,"Secretary Castro, your response.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51739,"Well, I mean, you asked the question of, how are we going to get people to trust us again?",Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
