id,text,first_name,last_name,title,time
51484,Thank you.,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51485,Senator...,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51486,It is not one idea that rules here.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51487,"Thank you, Senator Klobuchar.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51488,"Senator Warren, please respond.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51489,"So understand, taxing income is not going to get you where you need to be the way taxing wealth does, that the rich are not like you and me.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51490,"The really, really billionaires are making their money off their accumulated wealth, and it just keeps growing.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51491,We need a wealth tax in order to make investments in the next generation.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51492,"Look, I understand that this is hard, but I think as Democrats we are going to succeed when we dream big and fight hard, not when we dream small and quit before we get started.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51493,I would like to respond to that.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51494,"Senator Klobuchar, respond, please.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51495,"You know, I think simply because you have different ideas doesn't mean you're fighting for regular people.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51496,I wouldn't even be up on this stage if it wasn't for unions and the dignity of work.,Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51497,"If my grandpa didn't have unions protecting him in those mines, he wouldn't have survived.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51498,"If my mom didn't have unions as a teacher, she wouldn't have been able to make the wages she made when my parents got divorced.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51499,"So just because we have different ideas, and get to the same place in terms of beating Donald Trump and taking this on, we are in Ohio.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51500,"We can win Ohio in the presidency, but only if we unite, if we unite around ideals and don't go fighting against each other and instead take the fight to him.",Amy,Klobuchar,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51501,"Thank you, Senator.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51502,"Senator Harris, you want to give working families a tax credit of up to $6,000 a year to help close the income gap.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51503,Right.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51504,Is that a better solution than a wealth tax?,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51505,"Well, here's how I think about it.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51506,"When I was growing up, my mother raised my sister and me.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51507,We would often come home from school before she came home from work.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51508,"She'd come home, she'd cook dinner, and at some point we'd go to bed, and she'd sit up at the kitchen table trying to figure out how to make it all work.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51509,"And when I think about where we are right now in 2020, I do believe justice is on the ballot.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51510,"It's on the ballot in terms of impeachment, it's on the ballot in terms of economic justice, health justice, and so many other issues.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51511,"So when I think about this issue, I'm thinking about that dad who tonight is going to be sitting at his kitchen table, after everyone's gone to sleep, and sitting there with his cup of tea or coffee trying to figure out how it's going to make -- how he's going to make it work.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51512,"And he's probably sitting there deciding that on that minimum wage job that does not pay enough for him to meet the bills at the end of the month, he's going to have to start driving an Uber.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51513,And what does that mean?,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51514,"That means that with those two jobs, he's going to miss his kids' soccer games.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51515,"That's the reality for Americans today, which is why, yes, when I get elected and pass this bill, which will give the American family who makes less than $100,000 a year a tax credit of up to $6,000 a year that they can take home at up to $500 a month, that's going to make a real difference in that man's life.",Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51516,And don't tell him that's not a big deal...,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51517,"Thank you, Senator.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51518,... when he's trying to get through to the end of the month.,Kamala,Harris,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51519,"Mr. Yang, your response.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51520,Would you impose a wealth tax?,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51521,Senator Warren is 100 percent right that we're in the midst of the most extreme winner-take-all economy in history.,Andrew,Yang,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51522,And a wealth tax makes a lot of sense in principle.,Andrew,Yang,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51523,"The problem is that it's been tried in Germany, France, Denmark, Sweden, and all those countries ended up repealing it, because it had massive implementation problems and did not generate the revenue that they'd projected.",Andrew,Yang,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51524,"If we can't learn from the failed experiences of other countries, what can we learn from?",Andrew,Yang,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51525,We should not be looking to other countries' mistakes.,Andrew,Yang,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51526,"Instead, we should look at what Germany, France, Denmark, and Sweden still have, which is a value-added tax.",Andrew,Yang,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51527,"If we give the American people a tiny slice of every Amazon sale, every Google search, every robot truck mile, every Facebook ad, we can generate hundreds of billions of dollars and then put it into our hands, because we know best how to use it.",Andrew,Yang,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51528,Thank you.,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51529,Thank you.,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51530,"Congressman O'Rourke, do you think a wealth tax is the best way to address income inequality?",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51531,Your response.,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51532,I think it's part of the solution.,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51533,But I think we need to be focused on lifting people up.,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51534,And sometimes I think that Senator Warren is more focused on being punitive and pitting some part of the country against the other instead of lifting people up and making sure that this country comes together around those solutions.,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51535,"I think of a woman that I met in Las Vegas, Nevada.",Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51536,"She's working four jobs, raising her child with disabilities, and any American with disabilities knows just how hard it is to make it and get by in this country already.",Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51537,"Some of those jobs working for some of these corporations, she wants to know how we are going to help her, how we're going to make sure that her child has the care that she needs, that we strengthen protections for those with disabilities, that she just has to work one job because it pays a living wage.",Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51538,"And Senator Warren said show me your budget, show me your tax plan, and you'll show me your values.",Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51539,She has yet to describe her tax plan and whether or not that person I met would see a tax increase.,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51540,"Under my administration, if you make less than $250,000 a year as a family, you will not see a tax increase.",Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51541,That family needs to know that.,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51542,"Thank you, Congressman.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51543,"Erin, let me say...",Unidentified,Voice,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51544,I want to give Senator Warren a chance to respond.,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51545,So I'm really shocked at the notion that anyone thinks I'm punitive.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51546,"Look, I don't have a beef with billionaires.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51547,"My problem is you made a fortune in America, you had a great idea, you got out there and worked for it, good for you.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51548,But you built that fortune in America.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51549,I guarantee you built it in part using workers all of us helped pay to educate.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51550,You built it in part getting your goods to markets on roads and bridges all of us helped pay for.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51551,You built it at least in part protected by police and firefighters all of us help pay the salaries for.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51552,"And all I'm saying is, you make it to the top, the top 0.1 percent, then pitch in two cents so every other kid in America has a chance to make it.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51553,"Senator, thank you.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51554,That's what this is about.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51555,"Senator Castro, your response?",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51556,There's no argument there.,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51557,I just want to make sure that we're lifting up those families who are working and need help through an expanded earned income tax credit or child tax credit...,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51558,But that is...,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51559,... which we will do in my administration.,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51560,"Go ahead, Senator.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51561,That is the point.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51562,"This is universal childcare for every baby in this country, early educational opportunities for every child, universal pre-K no matter where you live for every 3-year-old and 4-year-old.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51563,"But in addition to that, will they see a tax increase?",Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51564,"Raising the wages -- no, raising the wages of every childcare worker and preschool teacher in this country.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51565,"This is about universal college, about investment in our HBCUs, about making sure that we get rid of the student loan debt burden that is crushing...",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51566,"Thank you, Senator...",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51567,...,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51568,I just want to know if working families are going to see a tax increase.,Beto,O'Rourke,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51569,"I want to get Secretary Castro in here, please, Congressman.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51570,"Go ahead, Secretary.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51571,"Thanks a lot, Erin.",Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51572,And you see that everybody has their own plans.,Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51573,And let me just say that the way that I view this is born out of my own experience.,Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51574,I grew up like I bet a lot folks in this room grew up and folks that are watching on TV.,Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51575,"I grew up with my twin brother, Joaquin, in a single-parent household where my mom was working hard to support us and also her mom, my grandmother.",Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51576,And we knew what it was like to wonder whether we were going to be able to pay the rent at the first of the month or sometimes have the electricity turned off.,Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51577,"And when I was a kid, to look at the grocery list that seemed to get shorter and shorter, and that's what's happening to a lot of families these days.",Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51578,"I was in Las Vegas a few months ago, and I visited people who were homeless, who are living in storm drainage tunnels under the Las Vegas strip in the shadow of hotels and casinos that are worth hundreds of millions of dollars, where people from around the world are spending so much money on vacations.",Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51579,We can do better than that.,Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51580,"I believe that wealth and equality tax, as I've proposed, is part of the answer, but also I've proposed an inheritance tax, raising the top marginal tax rate...",Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51581,"Thank you, Secretary.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51582,... and investing in things like universal childcare and affordable housing.,Julian,Castro,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51583,All right.,Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51584,"Senator Booker, please respond.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51585,"Well, first of all, I just want to be respond by -- you know, we've got one shot to make Donald Trump a one-term president.",Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51586,And how we talk about each other in this debate actually really matters.,Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51587,"I've had the privilege of working with or being friends with everybody on this stage, and tearing each other down because we have a different plan to me is unacceptable.",Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51588,I have seen this script before.,Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51589,"It didn't work in 2016, and it will be a disaster for us in 2020.",Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51590,And so I have a different plan than Elizabeth Warren.,Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51591,I have a different plan than many people on this stage.,Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51592,"And it involves, again, fair taxes for the richest.",Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51593,We have a lot of work to do there.,Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51594,"But we've had 20 years of presidential debates, and we have never talked about the violence in America of child poverty.",Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51595,"We have got to begin to talk more eloquently and persuasively and urgently about doing the things not just to make sure fair taxes are paid by people on the top, but that we deal with the moral obscenity of having the highest levels of child poverty in the industrial world.",Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51596,"My plan will focus on that, and these are some of the issues we should be talking about, not defining ourselves just by what we're against, but we need to win this election by talking about who and what we are for.",Cory,Booker,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51597,"Thank you, Senator Booker.",Erin,Burnett,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51598,We've got to take a quick break.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51599,We've got to take a quick break right now.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51600,The CNN-New York Times debate live from Otterbein University in Ohio will be right back after this.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51601,"And welcome back to the CNN-New York Times Democratic presidential debate live from Otterbein University in Westerville, Ohio.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51602,I want to turn now to foreign policy.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51603,"President Trump ordered the withdrawal of all American forces from northern Syria, abandoning America's long-time Kurdish allies.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51604,"As a result, Turkey has now evaded Syria, ISIS detainees have escaped, and the Kurds have announced a new deal with the government in Damascus, a victory for Syrian dictator Bashar al-Assad, and Russia, and Iran.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51605,"Vice President Biden, we know you would not have withdrawn troops from northern Syria in this way, but that is already in process.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51606,So would you send American troops back into northern Syria to prevent an ISIS resurgence and protect our Kurdish allies?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51607,"I would not have withdrawn the troops and I would not have withdrawn the additional thousand troops who are in Iraq, which are in retreat now, being fired on by Assad's people.",Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51608,"And the president of the United States saying, if those ISIS folks escape from the prisons they're in, they'll only go to Europe and won't affect us.",Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51609,"It has been the most shameful thing that any president has done in modern history -- excuse me, in terms of foreign policy.",Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51610,"And the fact of the matter is, I've never seen a time -- and I've spent thousands of hours in the Situation Room, I've spent many hours on the ground in those very places, in Syria and in Iraq, and guess what?",Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51611,"Our commanders across the board, former and present, are ashamed of what's happening here.",Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51612,"What I would do is I would be making it real clear to Assad that, in fact, where he's going to have a problem -- because Turkey is the real problem here.",Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51613,And I would be having a real lockdown conversation with Erdogan and letting him know that he's going to pay a heavy price for what he has done now.,Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51614,Pay that price.,Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51615,"Just to clarify, Mr. Vice President, would you want American troops back in northern Syria?",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51616,"I would want those thousand troops to be protected by air cover, those thousand troops that are being -- having to withdraw under fire, make it clear that they're not going anywhere, and have them protected, and work my way back toward what, in fact, needs to be done, protecting those Kurds.",Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51617,They lost their lives.,Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51618,"This is shameful, shameful what this man has done.",Joe,Biden,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51619,"Congresswoman Gabbard, last week you said that American troops should get out of Syria now.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51620,You don't agree with how the president handled the withdrawal.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51621,What would you have done differently?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51622,How would you have pulled out troops without the bloodshed we're seeing now?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51623,"Well, first of all, we've got to understand the reality of the situation there, which is that the slaughter of the Kurds being done by Turkey is yet another negative consequence of the regime change war that we've been waging in Syria.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51624,"Donald Trump has the blood of the Kurds on his hand, but so do many of the politicians in our country from both parties who have supported this ongoing regime change war in Syria that started in 2011, along with many in the mainstream media, who have been championing and cheerleading this regime change war.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51625,"Not only that, but the New York Times and CNN have also smeared veterans like myself for calling for an end to this regime change war.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51626,"Just two days ago, the New York Times put out an article saying that I'm a Russian asset and an Assad apologist and all these different smears.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51627,"This morning, a CNN commentator said on national television that I'm an asset of Russia.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51628,Completely despicable.,Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51629,"As president, I will end these regime change wars by doing two things -- ending the draconian sanctions that are really a modern-day siege the likes of which we are seeing Saudi Arabia wage against Yemen, that have caused tens of thousands of Syrian civilians to die and to starve, and I would make sure that we stop supporting terrorists like Al Qaida in Syria who have been the ground force in this ongoing regime change war.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51630,Thank you.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51631,"I'd like to ask Senator Warren if she would join me in calling for an end to this regime change war in Syria, finally.",Tulsi,Gabbard,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51632,"So, look, I think that we ought to get out of the Middle East.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51633,I don't think we should have troops in the Middle East.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51634,"But we have to do it the right way, the smart way.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51635,"What this president has done is that he has sucked up to dictators, he has made impulsive decisions that often his own team doesn't understand, he has cut and run on our allies, and he has enriched himself at the expense of the United States of America.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51636,"In Syria, he has created a bigger-than-ever humanitarian crisis.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51637,"He has helped ISIS get another foothold, a new lease on life.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51639,I talk with our military leaders about this.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51640,"Thank you, Senator.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51641,I was in Iraq and went through the neighborhoods that ISIS destroyed.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51642,Thank you.,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51643,"We need to get out, but we need to do this through a negotiated solution.",Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51644,There is no military solution in this region.,Elizabeth,Warren,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51645,"Thank you, Senator.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51646,"Mayor Buttigieg, Mayor Buttigieg, like many of your fellow candidates on the stage, you've been calling for an end to endless wars.",Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51647,What's your response on Syria?,Anderson,Cooper,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51648,"Well, respectfully, Congresswoman, I think that is dead wrong.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51649,The slaughter going on in Syria is not a consequence of American presence.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51650,It's a consequence of a withdrawal and a betrayal by this president of American allies and American values.,Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
51651,"Look, I didn't think we should have gone to Iraq in the first place.",Pete,Buttigieg,4th 2020 Democratic Party Primary Debate,"Oct 15, 2019, 8 p.m. ET"
